date,open,high,low,close,volume,SMA50,SMA200,dist_SMA50,dist_SMA200,SMA50_over_SMA200,slope_SMA50,slope_SMA200,GC_signal,RSI28,ROC90,ROC120
2012-04-03 13:30:00,141.64,141.8826,140.42999,141.25999,155806624,136.8555198,,0.03218335808768739,,,,,0,61.55453658195645,,
2012-04-04 13:30:00,140.22,140.339,139.34,139.86,146895936,137.0235196,,0.020700682687762664,,,,,0,56.932621302713194,,
2012-04-05 13:30:00,139.38,140.2,139.25999,139.78999,137439376,137.16811940000002,,0.019114285531277506,,,,,0,56.27022632503734,,
2012-04-09 13:30:00,138.03,139.84441,137.84,138.22,127555872,137.2949194,,0.006737908467718589,,,,,0,51.49254641302476,,
2012-04-10 13:30:00,137.95,138.34,135.75999,135.89999,235360256,137.376519,,-0.010748044940635009,,,,,0,47.6592363410345,,
2012-04-11 13:30:00,137.28999,137.53999,136.75,137.0,154132944,137.489119,,-0.003557510612894306,,,,,0,48.498809741203054,,
2012-04-12 13:30:00,137.13,138.89999,137.03,138.78999,154321504,137.6385186,,0.008365909570316977,,,,,0,52.87703082181243,,
2012-04-13 13:30:00,138.47,138.8168,137.00999,137.14,169246624,137.7319186,,-0.0042976138430123765,,,,,0,50.72831797391648,,
2012-04-16 13:30:00,137.84,138.03999,136.58,137.05,147825184,137.8193188,,-0.005582082444598321,,,,,0,54.62515715479638,,
2012-04-17 13:30:00,137.84,139.36,137.698,139.082,147877568,137.910159,,0.008497133267752963,,,,,0,56.53412965470051,,
2012-04-18 13:30:00,138.46001,139.08,138.38,138.61,123884192,137.993359,,0.0044686280881097735,,,,,0,53.130249864124146,,
2012-04-19 13:30:00,138.63,139.14999,137.07001,137.72,198666752,138.0519592,,-0.0024045960805169075,,,,,0,50.29481472803888,,
2012-04-20 13:30:00,138.33,138.83,137.87,137.95,143199568,138.1071592,,-0.0011379511454032115,,,,,0,50.72102212095862,,
2012-04-23 13:30:00,136.53999,136.91,135.94,136.78999,171844880,138.135759,,-0.00974236511778256,,,,,0,43.277436788169595,,
2012-04-24 13:30:00,136.91,137.66,136.8,137.31,137484192,138.19473920000001,,-0.006402119249413603,,,2.5836192000000153,,0,44.73770282107705,,
2012-04-25 13:30:00,138.64999,139.25,138.53,139.19,150255008,138.2713392,,0.006643898911481707,,,2.4136191999999994,,0,47.03189721130253,,
2012-04-26 13:30:00,138.89,140.32001,138.81,140.16,136292688,138.3707392,,0.012930918851375145,,,2.2904192000000023,,0,49.73408337018175,,
2012-04-27 13:30:00,140.58,140.78999,139.8,140.39,130725008,138.4873392,,0.013738879026711621,,,2.217819200000008,,0,49.115502481730694,,
2012-04-30 13:30:00,140.11,140.21001,139.49001,139.87,115092192,138.5637592,,0.009427001746644384,,,2.1072393999999974,,0,48.908632221312544,,
2012-05-01 13:30:00,139.78999,141.66,139.63,140.74001,138837312,138.65035939999999,,0.01507136807320838,,,1.9878393999999844,,0,50.99050461163996,,
2012-05-02 13:30:00,139.92,140.46001,139.46001,140.325,121080944,138.72745940000001,,0.011515676902823563,,,1.8719396000000188,,0,52.15030826819333,,
2012-05-03 13:30:00,140.34,140.45,138.99001,139.25,143762688,138.7918194,,0.0033012075350025384,,,1.7682998000000225,,0,49.25330560538828,,
2012-05-04 13:30:00,138.515,139.30119,136.92,137.0,193931312,138.7991994,,-0.012962606468751664,,,1.6310799999999688,,0,41.48630939453436,,
2012-05-07 13:30:00,136.50999,137.56,136.46001,137.10001,127765872,138.8025998,,-0.012266267364251475,,,1.5076803999999981,,0,42.38800331412562,,
2012-05-08 13:30:00,136.28,136.77,134.92,136.55,213383872,138.79039980000002,,-0.01614232542905324,,,1.4138808000000154,,0,42.627160787328954,,
2012-05-09 13:30:00,135.10001,136.61,134.49001,135.74001,220778192,138.7540198,,-0.021721963834592968,,,1.2649008000000208,,0,41.732375096900846,,
2012-05-10 13:30:00,136.67999,136.85001,135.71001,136.02,150600944,138.7340198,,-0.019562756156799463,,,1.095501200000001,,0,41.081416427472355,,
2012-05-11 13:30:00,135.17,136.87,135.11,135.61,153032368,138.6916198,,-0.022219221351973843,,,0.959701200000012,,0,38.12611401065179,,
2012-05-14 13:30:00,134.31,135.6144,133.91,134.11,163909936,138.62757979999998,,-0.03258788623820413,,,0.8082609999999875,,0,36.834385172293025,,
2012-05-15 13:30:00,134.02,134.81,133.13,133.34,207629248,138.5593798,,-0.03766890272988928,,,0.6492207999999948,,0,37.70926299311865,,
2012-05-16 13:30:00,133.94,134.55,132.8,132.82899,207265568,138.5209596,,-0.04109103500608433,,,0.5276005999999995,,0,37.09254649724233,,
2012-05-17 13:30:00,132.86,133.02,130.78999,130.86,247992944,138.4243596,,-0.054646159258807135,,,0.37240040000000363,,0,36.551693390303456,,
2012-05-18 13:30:00,131.37,131.60001,129.55,129.74001,319631104,138.27836,,-0.06174755037592274,,,0.17120079999997984,,0,38.22814689791551,,
2012-05-21 13:30:00,130.16,132.02,129.95,131.97,177861056,138.1663598,,-0.04484709453856517,,,0.030600800000001982,,0,40.785520627244054,,
2012-05-22 13:30:00,132.31,133.23,131.34,132.2,197531120,138.05875980000002,,-0.04243671179204689,,,-0.13597939999999653,,0,37.195951971729194,,
2012-05-23 13:30:00,131.25,132.46001,129.99001,132.27,204958320,137.9029198,,-0.04084699445210729,,,-0.3684193999999934,,0,39.91886236742374,0.0266221670288731,
2012-05-24 13:30:00,132.63,132.84,131.42,132.53,167357632,137.7553198,,-0.03793189117913103,,,-0.6154194000000075,,0,40.70877264531105,0.024663677130044803,
2012-05-25 13:30:00,132.48,132.85001,131.78,132.10001,135465568,137.58292,,-0.03985167635633845,,,-0.9044192000000066,,0,34.63606432705555,0.010170604878794842,
2012-05-29 13:30:00,133.16,133.92999,131.17,133.7,152883440,137.45092,,-0.027289158923054193,,,-1.1128391999999963,,0,39.7064989517819,0.017039326255946508,
2012-05-30 13:30:00,132.56,133.6924,131.49001,131.75999,162370368,137.26911959999998,,-0.04013378694387718,,,-1.381239800000003,,0,38.032113240115116,0.001672495185684575,
2012-05-31 13:30:00,131.71001,132.45,130.34,131.47,196186192,137.0897196,,-0.040993005284402056,,,-1.6377398000000198,,0,37.01923076923077,-0.001063748955246635,
2012-06-01 13:30:00,129.41,131.5042,128.16,128.16,253245008,136.8487194,,-0.063491419123941,,,-1.9431000000000154,,0,34.08337664455058,-0.02510276699355196,
2012-06-04 13:30:00,128.39,128.74001,127.13499,128.10001,202548256,136.6267196,,-0.062408799866991785,,,-2.1724797999999907,,0,32.720449591500426,-0.03364506638503317,
2012-06-05 13:30:00,127.85001,129.25999,127.78,129.07001,164149376,136.41512,,-0.05384381144846704,,,-2.387479799999994,,0,30.341876855334277,-0.021307173187746442,
2012-06-06 13:30:00,129.97,132.03,129.92999,131.97,184202752,136.22232,,-0.03121602979599817,,,-2.568079800000021,,0,35.200556849377435,0.0011378393917584884,
2012-06-07 13:30:00,133.47,133.53,131.78,132.05,184772688,136.03992,,-0.02932903812351539,,,-2.714099800000014,,0,34.847361696746674,0.005176219837101259,
2012-06-08 13:30:00,131.71001,133.125,131.28999,133.10001,143915632,135.8925202,,-0.020549403277605925,,,-2.8414995999999917,,0,37.932268733264216,0.013554674569397296,
2012-06-11 13:30:00,134.17,134.25,131.28,131.41499,169756064,135.71622,,-0.031692821978095205,,,-2.9753998000000195,,0,33.8471739803734,-0.007964142824790632,
2012-06-12 13:30:00,131.78999,133.00999,131.16,132.92,181931744,135.55842,,-0.01946334281559216,,,-3.069159799999966,,0,37.639784770345344,0.001808938936458837,
2012-06-13 13:30:00,132.53,133.36,131.62,132.07001,172223872,135.3630202,,-0.02432725123253417,,,-3.196359599999994,,0,37.92465986343071,-0.018358705095785965,
2012-06-14 13:30:00,132.34,134.0,131.98,133.47,230616256,135.20722039999998,,-0.012848577131166172,,,-3.3137392000000148,,0,43.88849569043723,-0.007288955001859332,
2012-06-15 13:30:00,133.38,134.25999,133.10001,134.14,169444432,135.0928204,,-0.007053079484007926,,,-3.331539200000009,,0,44.97450759678706,-0.00482224236384321,
2012-06-18 13:30:00,133.58,134.73,133.28,134.39999,131365440,134.9850204,,-0.004334039423532907,,,-3.293339599999996,,0,46.31341707610407,-0.005843701457208361,
2012-06-19 13:30:00,135.08,136.25,134.3714,135.7,137382560,134.9346204,,0.005672225539532393,,,-3.2317394000000093,,0,49.93252939718275,0.0025118203309690834,
2012-06-20 13:30:00,135.71001,136.10001,134.27,135.48,206466624,134.92622060000002,,0.0041043126942812164,,,-3.1325391999999965,,0,49.087528337314374,0.008328384600321925,
2012-06-21 13:30:00,135.64,135.78,132.33,132.44,205272320,134.8350206,,-0.01776260046790848,,,-3.0678991999999994,,0,45.08068911320806,-0.02157210401891263,
2012-06-22 13:30:00,133.13,133.71001,132.62,133.46001,130029184,134.728421,,-0.009414576305321548,,,-3.026898799999998,,0,48.97607023573116,-0.01279673052740582,
2012-06-25 13:30:00,132.05,132.10001,130.85001,131.32001,146375680,134.6120212,,-0.024455551373891642,,,-2.9708988000000147,,0,46.949574403117836,-0.024078403686088046,
2012-06-26 13:30:00,131.7,132.38,130.92999,131.98,141633936,134.51062119999997,,-0.018813541840961963,,,-2.940298800000022,,0,48.723666862603885,-0.029908341847422748,
2012-06-27 13:30:00,132.42,133.42999,131.96671,133.173,108087936,134.3924412,,-0.009073733530781385,,,-2.8766783999999745,,0,53.560328245948014,-0.02372993182318006,
2012-06-28 13:30:00,132.28999,132.99001,131.28,132.78999,169242688,134.276041,,-0.01106713445625049,,,-2.813678600000003,,0,54.80372633007388,-0.026965706748736107,
2012-06-29 13:30:00,135.2,136.27,134.85001,136.105,212251056,134.243741,,0.013864773032509499,,,-2.604978399999993,,0,56.29740184581644,0.0005366384380143252,
2012-07-02 13:30:00,136.48,136.64999,135.52,136.50999,129524432,134.2149408,,0.01709980413745408,,,-2.4117788000000075,,0,56.52910274771336,-0.0008856701627011354,
2012-07-03 13:30:00,136.48,137.50999,136.34,137.412,80450192,134.227381,,0.023725554177355196,,,-2.1877389999999934,,0,57.59796678290678,0.0035201200262995336,
2012-07-05 13:30:00,136.89999,137.8,136.28999,136.78999,126177440,134.2169808,,0.0191705191449218,,,-2.0053392000000088,,0,56.22805373448719,-0.002697652376786319,
2012-07-06 13:30:00,135.47,135.77,134.85001,135.49001,151192000,134.142981,,0.010041740461992719,,,-1.8969390000000033,,0,54.83319076133449,-0.015040817755230917,0.051614483079788886
2012-07-09 13:30:00,135.38,135.57001,134.7,135.32001,103780432,134.0461812,,0.009502910031427211,,,-1.8463390000000004,,0,52.40786194772238,-0.01240687490877257,0.04623480748415032
2012-07-10 13:30:00,136.00999,136.23,133.67999,134.14,167884816,133.92118119999998,,0.0016339372012648306,,,-1.7950388000000146,,0,53.61923551726413,-0.026065490452334306,0.02577043664449019
2012-07-11 13:30:00,134.21001,134.60001,133.38,134.16,141734000,133.8069812,,0.0026382689216517576,,,-1.7514388000000167,,0,54.124499157007556,-0.022955022139361514,0.02053848923334156
2012-07-12 13:30:00,133.38,134.2269,132.60001,133.50999,143583120,133.6623808,,-0.0011401173545459269,,,-1.7006394,,0,58.93152694671754,-0.02369294332723959,0.014976434162721208
2012-07-13 13:30:00,133.86,135.89,133.84,135.75,129644128,133.5708808,,0.01631432829482399,,,-1.6363395999999852,,0,61.90472781710576,0.007421150278293043,0.03145657624800546
2012-07-16 13:30:00,135.44,135.83,134.89999,135.42999,97525184,133.4944806,,0.01449879718847343,,,-1.5983397999999909,,0,60.101600822870076,-0.0019162060579260842,0.03019914573260718
2012-07-17 13:30:00,135.97,136.64,134.55,136.36,138860192,133.4816806,,0.021563403959719167,,,-1.503339799999992,,0,57.43813639271733,-0.004961982265176523,0.028666264333132352
2012-07-18 13:30:00,136.03999,137.64,135.96001,137.37,113349632,133.4870804,,0.029088355130434094,,,-1.4475400000000036,,0,58.73847900531138,-0.0014538779200494734,0.041628753412193076
2012-07-19 13:30:00,137.64999,138.17999,137.21001,137.73,129847184,133.51068039999998,,0.03160286193852702,,,-1.4155402000000379,,0,57.7814774889605,0.0010902747492367304,0.044833785098332246
2012-07-20 13:30:00,136.95,137.16,136.32001,136.47,142904432,133.5252802,,0.022053650032332988,,,-1.3097404000000097,,0,58.6189281859707,-0.025645785437877655,0.038821648778259776
2012-07-23 13:30:00,134.47,136.38519,133.84,135.09,145210816,133.5066802,,0.01185947997229878,,,-1.221740799999992,,0,53.71574833459134,-0.034450718318919216,0.028708419988697997
2012-07-24 13:30:00,135.19,135.25,133.03,133.925,173301120,133.4729802,,0.0033866015377996064,,,-1.1390409999999918,,0,53.14244766652946,-0.04828737919272308,0.010983618932588701
2012-07-25 13:30:00,134.21001,134.56,133.25,133.96001,129122256,133.4699804,,0.0036714592939283445,,,-1.0406407999999772,,0,50.870353075498585,-0.04518880969351391,0.009647423096730723
2012-07-26 13:30:00,135.89,136.46001,135.25999,136.17,156526432,133.5265804,,0.019796954225003032,,,-0.8658608000000072,,0,53.41865257261183,-0.03322690569919029,0.012115431255792508
2012-07-27 13:30:00,136.89,139.07001,136.1364,138.675,236768880,133.6435006,,0.03764866512333785,,,-0.6325403999999821,,0,56.69328421700657,-0.012567644545713352,0.03142432130903705
2012-07-30 13:30:00,138.52,139.339,138.27,138.67999,106781936,133.79990039999998,,0.036473043592788953,,,-0.4438406000000157,,0,54.86290002790467,-0.010912344988777911,0.028859709834536007
2012-07-31 13:30:00,138.49001,138.87,137.71001,137.71001,120575808,133.9593004,,0.02799887420134677,,,-0.2556404000000043,,0,53.552099185633175,-0.010703951149425128,0.018640505954582443
2012-08-01 13:30:00,138.7,138.73,137.39999,137.59,138293744,134.0717004,,0.026241925697244352,,,-0.15568060000001083,,0,59.044595652131136,-0.01475109307204392,0.016474586288415916
2012-08-02 13:30:00,136.55,137.57001,135.58,136.64,199556560,134.1605004,,0.018481591769614458,,,-0.0564803999999981,,0,55.5985680296816,-0.03509639149777577,0.016961842868231214
2012-08-03 13:30:00,138.56,139.64,136.6794,139.349,157825008,134.3020804,,0.03757886389375689,,,0.15909940000000233,,0,63.8578854728653,-0.012899341219805849,0.02946956264775391
2012-08-06 13:30:00,139.72,140.17,139.56,139.62,86327744,134.4438804,,0.03850022466325654,,,0.39769920000000525,,0,63.36597149619104,-0.006051114116893297,0.032768695909460854
2012-08-07 13:30:00,140.17999,140.92,140.03,140.32001,109545056,134.6082804,,0.04243223064009949,,,0.6870992000000342,,0,62.72296307372967,0.0006418740640377063,0.042806257431629025
2012-08-08 13:30:00,139.85001,140.64999,139.81,140.49001,89754624,134.7440806,,0.04264327883209456,,,0.9370993999999939,,0,63.81217075099269,-0.0022724948512178322,0.03264272431256399
2012-08-09 13:30:00,140.28999,140.89,140.14999,140.61,90291632,134.9210808,,0.04216479119695886,,,1.2587000000000046,,0,59.127185763454165,-0.008671742808798566,0.03078953155926989
2012-08-10 13:30:00,140.03999,140.89,139.81,140.84,99792624,135.1084808,,0.042421609406476345,,,1.5375999999999976,,0,58.835301785053325,-0.0029731702515339853,0.03202168974866271
2012-08-13 13:30:00,140.60001,140.84,140.03999,140.77,79426880,135.3606808,,0.03996226354677139,,,1.8662002000000086,,0,57.09276183443576,0.006506506506506415,0.03483003999059053
2012-08-14 13:30:00,141.28999,141.38,140.37,140.78999,102379376,135.61448040000002,,0.03816339954800261,,,2.132799800000015,,0,58.66926744690074,0.0071535880358815085,0.0304395781338056
2012-08-15 13:30:00,140.64,141.19,140.55,140.95,71085808,135.8520802,,0.037525518876817314,,,2.3649997999999925,,0,62.44866058094761,0.019751121400665594,0.029358141339234534
2012-08-16 13:30:00,141.14999,142.16,140.8,141.99001,112014192,136.05248039999998,,0.04364146528268686,,,2.541799999999995,,0,64.6271673207591,0.04481251249540197,0.035214421114027505
2012-08-17 13:30:00,142.23,142.3,141.86,142.17999,90813680,136.2550802,,0.04348395517659381,,,2.7298000000000116,,0,68.43188059060958,0.037810145985401444,0.033592710502932555
2012-08-20 13:30:00,141.98,142.22,141.59,142.19,78255680,136.43688,,0.04216689798242231,,,2.930199799999997,,0,68.4174142959502,0.024497515995209884,0.03773171799737263
2012-08-21 13:30:00,142.53999,143.09,141.45,141.75999,105581008,136.64378,,0.037441953084143276,,,3.1707997999999975,,0,69.1149035079671,0.03368812891935247,0.0292600740579394
2012-08-22 13:30:00,141.39999,142.05,141.07001,141.82001,133243440,136.8217802,,0.036530951378455974,,,3.351799800000009,,0,65.64433147783794,0.034804888726742034,0.03283041540433462
2012-08-23 13:30:00,141.47,141.48,140.44,140.66499,111466368,136.9936798,,0.026799120991273597,,,3.467099399999995,,0,62.93548221303241,0.011381702880315148,0.02862881170018272
2012-08-24 13:30:00,140.31,141.83,140.22,141.50999,99481184,137.1544796,,0.031756238751388076,,,3.510978999999992,,0,62.77911248767366,0.02092193925402186,0.05016690166975879
2012-08-27 13:30:00,141.89,142.08,141.34,141.53999,68785872,137.30247939999998,,0.03086259343980942,,,3.5025789999999972,,0,60.87632622379825,0.027737365669474157,0.04311290441447402
2012-08-28 13:30:00,141.17999,141.84,140.97,141.39999,75689568,137.4424794,,0.028793940689053128,,,3.483179000000007,,0,59.683335593664005,0.025008988764045004,0.031815530634525135
2012-08-29 13:30:00,141.52,141.89,141.12,141.50999,65421296,137.5586792,,0.028724547393008025,,,3.486978800000003,,0,64.15725142036274,0.034505448827066854,0.0286398176463023
2012-08-30 13:30:00,140.89999,140.94,140.19,140.49001,96589808,137.6588794,,0.020566276671289126,,,3.498379,,0,65.48167116876658,0.023159347461947588,0.021151402820177356
2012-08-31 13:30:00,141.28999,141.82001,140.36,141.16,151970368,137.83327939999998,,0.024135830000428883,,,3.5311989999999867,,0,71.34848037769254,0.014153315611753703,0.007839385415030486
2012-09-04 13:30:00,141.03999,141.46001,140.13,141.03,120226192,137.98467920000002,,0.022069992245921634,,,3.5407988000000046,,0,70.74528799606105,0.0062071917808219634,0.008005146165392052
2012-09-05 13:30:00,141.09,141.47,140.63,140.91,100660256,138.176479,,0.019782824253323145,,,3.568198599999988,,0,65.8528428093646,0.0037039675190542187,0.001350198976691308
2012-09-06 13:30:00,141.75999,143.78,141.75,143.77,158272432,138.412279,,0.03870842268264362,,,3.6681984000000227,,0,66.64488729173475,0.027883034246085625,0.024732715609408373
2012-09-07 13:30:00,144.00999,144.39,143.88,144.33,107272000,138.63541899999998,,0.04107594611157794,,,3.714338199999986,,0,67.81212622186246,0.025507956124203757,0.02470706249861121
2012-09-10 13:30:00,144.19,144.44,143.46001,143.50999,86458432,138.849819,,0.03356267248717113,,,3.7413382000000013,,0,68.45946923114126,0.022697238553358368,0.02185979777841074
2012-09-11 13:30:00,143.60001,144.37,143.56,143.91,88760000,139.005919,,0.03527965596918208,,,3.6452381999999943,,0,69.7623020330155,0.03346499102333933,0.02638891474296301
2012-09-12 13:30:00,144.39,144.55,143.89999,144.39,87640880,139.1635192,,0.037556400054016385,,,3.549038799999977,,0,74.96771915536301,0.053941605839415985,0.03728448275862073
2012-09-13 13:30:00,144.37,147.03999,143.99001,146.59,225470128,139.3470792,,0.05197755734517044,,,3.494999000000007,,0,74.11891514511989,0.0692194697870554,0.049695742906963325
2012-09-14 13:30:00,146.88,148.11,146.75999,147.24001,169777008,139.5560796,,0.05505980407320075,,,3.503599200000025,,0,74.75628734149663,0.07828641523251556,0.03975714991879098
2012-09-17 13:30:00,146.94,147.19,146.37,146.74001,119427744,139.7810796,,0.04978449458191203,,,3.5259993999999892,,0,71.13226824945824,0.08103727117745163,0.03945604590210405
2012-09-18 13:30:00,146.49001,146.81,146.25,146.62,98326496,140.0070794,,0.047232758717199515,,,3.570199400000007,,0,70.2442858511035,0.0779297162182031,0.043781590375169044
2012-09-19 13:30:00,146.78999,147.17,146.41,146.7,128318256,140.25827940000002,,0.0459275604089577,,,3.614499400000028,,0,70.16548278616105,0.08177862989455043,0.046138486771732046
2012-09-20 13:30:00,146.03,146.78999,145.63,146.71001,154009744,140.50927959999999,,0.044130397776233614,,,3.6874993999999788,,0,69.72440317821085,0.09395279994034755,0.04190050422555225
2012-09-21 13:30:00,146.64,146.67,145.81,145.87,108737440,140.7564798,,0.036328844023847284,,,3.7627999999999986,,0,66.2938464212323,0.0939703014849258,0.028412295544275157
2012-09-24 13:30:00,145.14999,145.98,145.03999,145.645,95682000,140.9543798,,0.03327757680644991,,,3.799900199999996,,0,65.31057218848966,0.09648503688840826,0.03104212310931098
2012-09-25 13:30:00,145.96001,146.24001,144.06,144.10001,133165120,141.1277802,,0.02106055799777972,,,3.825300800000008,,0,59.135722766786905,0.10117690661775924,0.03031610181610178
2012-09-26 13:30:00,144.065,144.11,142.95,143.295,146502128,141.26648020000002,,0.014359526740724791,,,3.8240008000000216,,0,53.83706153517737,0.10447810201340335,0.025073397601645064
2012-09-27 13:30:00,143.89,144.97,143.50999,144.64,111830256,141.41188019999998,,0.022827783602300214,,,3.8532009999999843,,0,56.77312171911036,0.09600666818216252,0.04644769208508159
2012-09-28 13:30:00,144.09,144.56,143.46001,143.97,150696064,141.53668019999998,,0.017192149742113434,,,3.8778007999999886,,0,54.728991587708435,0.08903177004538576,0.059381976407798076
2012-10-01 13:30:00,144.52,145.69,144.00819,144.345,135911120,141.6941802,,0.018708035829406586,,,3.8609008000000244,,0,56.88782402623599,0.09129054207303233,0.05361313868613138
2012-10-02 13:30:00,144.92,145.14999,143.83,144.5,113422128,141.8823802,,0.018449223901587746,,,3.8977009999999837,,0,57.10493874618572,0.09031917301742998,0.04114136761592113
2012-10-03 13:30:00,144.89,145.42999,144.13,145.09,121283008,142.1056802,,0.021000707331331636,,,3.9292011999999943,,0,62.09347565978303,0.09833451185961306,0.05796995770745239
2012-10-04 13:30:00,145.64,146.34,145.44,146.125,124311632,142.34898,,0.026526498468763093,,,3.9367009999999993,,0,62.48310119053095,0.09293193717277504,0.06621670923020795
2012-10-05 13:30:00,146.91,147.16,145.7,146.14,124842064,142.54838,,0.025195796683203115,,,3.912961000000024,,0,62.4526327244731,0.10913791052959243,0.0507470413137574
