date,open,high,low,close,volume,SMA50,SMA200,dist_SMA50,dist_SMA200,SMA50_over_SMA200,slope_SMA50,slope_SMA200,GC_signal,RSI28,ROC90,ROC120,TR,ATR50,ATR100,ATR50_norm,ATR100_norm,BB50_mid,BB50_std,BB50_upper,BB50_lower,BB50_width,BB50_percentB,BB100_mid,BB100_std,BB100_upper,BB100_lower,BB100_width,BB100_percentB,return_120d,target_roi_5pct_120d
2012-11-28 14:30:00,139.75999,141.53999,139.0,141.46001,177086432,142.520103,138.62197565,-0.007438199788558915,0.020473192195483006,1.0281205583149544,-1.1884286000000088,0.7233626499999843,1,42.163180289226204,0.02708204457997554,0.07191035841479132,2.539989999999989,1.5530561999999963,1.486333099999996,0.010978764952724068,0.010507090307713083,142.520103,3.055524729981292,148.63115245996258,136.40905354003743,0.0857570171691859,0.4132642431594321,141.03809130000002,3.5495345577933,148.1371604155866,133.93902218441343,0.10066882003509624,0.5297164806491061,0.17298160801770046,1
2012-11-29 14:30:00,141.99001,142.50999,141.37,142.12,151085872,142.4277028,138.65577565,-0.0021604139781154085,0.02498434943485165,1.0272035343087418,-1.2642292000000168,0.6946126000000277,1,42.163135852040035,0.04140104052172644,0.07625899280575532,1.1399899999999832,1.558455799999996,1.4783331999999962,0.01096577399380802,0.010402006754855026,142.4277028,2.9945559954172967,148.4168147908346,136.4385908091654,0.08410038037676756,0.47431148386681715,141.10439119999998,3.506516465802763,148.1174241316055,134.09135826839446,0.09940205080740994,0.5724086718189356,0.16415705037996053,1
2012-11-30 14:30:00,142.14,142.42,141.66,142.155,136568320,142.3384028,138.69060065,-0.001288498370026745,0.024979337703949934,1.026301725804805,-1.3663291999999956,0.6619876000000033,1,42.865696767439495,0.052298467688207895,0.06803147497885242,0.7599999999999909,1.5624557999999957,1.4772330999999963,0.010991212408990156,0.010391706939608149,142.3384028,2.9329277751525233,148.20425835030505,136.47254724969497,0.08242126418331626,0.4843669181394628,141.1727411,3.4589185804475546,148.09057826089511,134.25490393910488,0.09800528213863686,0.5709946531809451,0.16287151348879747,1
2012-12-03 14:30:00,142.8,142.92,141.34,141.45,124656320,142.2334028,138.72505065000001,-0.005507867945067575,0.019642806668529942,1.0252899684199897,-1.4673293999999828,0.6424876000000381,1,45.95249165081411,0.056188165017733605,0.07636122789340849,1.579999999999984,1.5788557999999955,1.4675329999999962,0.011161935666313154,0.010374924001413901,142.2334028,2.866825310832977,147.96705342166595,136.49975217833403,0.08062312380627315,0.43168376905982625,141.2458411,3.3852483324875555,148.0163377649751,134.4753444350249,0.09586826220506818,0.5150770992219913,0.1756804524566986,1
2012-12-04 14:30:00,141.44,141.87,140.87,141.25,127622496,142.12420260000002,138.75105565,-0.00615097628699039,0.01801027270238277,1.0243107840455554,-1.5771013999999752,0.6165496500000245,1,45.52610146967568,0.05441915090928995,0.06266927475173056,1.0,1.5756559999999957,1.4653328999999962,0.011155086725663687,0.010374038230088468,142.12420260000002,2.7959391676791365,147.7160809353583,136.53232426464174,0.07869002229122478,0.42183283079745265,141.3167411,3.308725704829836,147.93419250965968,134.69928969034032,0.09365417512673846,0.49495719002163147,0.16969911504424773,1
2012-12-05 14:30:00,141.37,142.16,140.37,141.5,147300432,142.03680260000002,138.77650565,-0.0037793205012629284,0.01962503910329587,1.0234931477394498,-1.7104017999999712,0.5848995499999887,1,50.178571269132824,0.03914224865976368,0.07140144836817996,1.789999999999992,1.5934557999999952,1.466963999999996,0.01126117173144873,0.01036723674911658,142.03680260000002,2.744282398907621,147.52536739781524,136.5482378021848,0.07728369967989168,0.4510980903228386,141.3966412,3.21340112414259,147.8234434482852,134.96983895171482,0.09090459566425944,0.5080412307713041,0.1719434628975265,1
2012-12-06 14:30:00,141.37,142.03999,141.16,141.98,103220560,141.9635026,138.80405565,0.00011620874166844879,0.022880774881738696,1.0227619210058723,-1.7479020000000105,0.5718995500000119,1,52.13522941705563,0.023832702361636704,0.06375964636247833,0.8799899999999923,1.592255399999995,1.4519637999999957,0.01121464572474993,0.010226537540498633,141.9635026,2.694433801114223,147.35237020222846,136.57463499777154,0.07591905670871295,0.5015306926443294,141.4589412,3.1628148077872082,147.78457081557443,135.13331158442557,0.08943414339049822,0.5411863191228494,0.1511833356810819,1
2012-12-07 14:30:00,142.53,142.69,141.67,142.41499,108726320,141.92980219999998,138.8359706,0.0034185054335262484,0.02577876168929951,1.0222840780140012,-1.7116024000000323,0.5709145999999805,1,52.1884006323922,0.026932508431821933,0.06168920530788724,1.0200000000000102,1.569055199999995,1.4528636999999958,0.011017486291295567,0.010201620629963151,141.92980219999998,2.677651625215159,147.2851054504303,136.57449894956966,0.07546411208104009,0.5452997502952814,141.5287912,3.1049231481135524,147.7386374962271,135.3189449037729,0.08775382370717391,0.5713543264781298,0.1540218484023348,1
2012-12-10 14:30:00,142.21001,142.81,142.14999,142.47301,98840688,141.91336239999998,138.86518065,0.003943586358151185,0.025980806225955635,1.0219506555619777,-1.6632424000000299,0.5721246500000063,1,52.49743584725564,0.034587173437863994,0.06006711756451755,0.6600099999999998,1.5590553999999945,1.438563799999996,0.01094281225615992,0.01009709698700123,141.91336239999998,2.671615308234702,147.2565930164694,136.57013178353057,0.0753027132344151,0.552369777777793,141.58992130000001,3.0620117595950216,147.71394481919006,135.46589778080997,0.08650366442699683,0.5721003681021761,0.14800691022110102,1
2012-12-11 14:30:00,143.06,144.11,142.99001,143.44,152570368,141.8893624,138.89773069999998,0.010928497906901494,0.03270225710030276,1.021538377084515,-1.622342599999996,0.5727496999999744,1,54.45625915509775,0.04251762482738575,0.0570375829034635,1.6369900000000257,1.558295199999995,1.4381337999999966,0.010863742331288308,0.01002603039598436,141.8893624,2.651938679241909,147.19323975848383,136.5854850415162,0.07476074694777565,0.6461796243760864,141.6506213,3.037579931179137,147.7257811623583,135.57546143764174,0.08577667795034621,0.647270091696433,0.1243167875069715,1
